,p_year,manu,total_turbines
0,1982,AAER,0
1,1982,AOC,0
2,1982,AWE,0
3,1982,Acciona,0
4,1982,Aeronautica,0
5,1982,Alstom,0
6,1982,Bergey Energy,0
7,1982,Bonus,0
8,1982,Bora,0
9,1982,Changzhou Railcar Propulsion Engineering Research and Development Center,0
10,1982,China Creative Wind Energy,0
11,1982,Clipper,0
12,1982,DWT,0
13,1982,Danwin,0
14,1982,DeWind,0
15,1982,EWT,0
16,1982,Elecon,0
17,1982,Endurance,0
18,1982,Enron,0
19,1982,Entegrity,0
20,1982,Fuhrlander,0
21,1982,GE Wind,0
22,1982,Gamesa,0
23,1982,Goldwind,0
24,1982,Guodian,0
25,1982,HZ Windpower,0
26,1982,Hyundai,0
27,1982,Kenersys,0
28,1982,Leitner Ag,0
29,1982,Leitner Poma,0
30,1982,Lolland,2
31,1982,Micon,1
32,1982,Mitsubishi,0
33,1982,NEG Micon,0
34,1982,NedWind,0
35,1982,Nordex,0
36,1982,Nordic,0
37,1982,Nordtank,0
38,1982,Northern Power Systems,0
39,1982,Norwin,0
40,1982,PowerWind,0
41,1982,REpower,0
42,1982,RRB,0
43,1982,Renewtech LLC,0
44,1982,SIVA Windturbine India Pvt Ltd,0
45,1982,Samsung,0
46,1982,Sany,0
47,1982,Seaforth,0
48,1982,Siemens,0
49,1982,Siemens Gamesa Renewable Energy,0
50,1982,Silver Eagle,0
51,1982,Sinovel,0
52,1982,Siva,0
53,1982,Skystream,0
54,1982,Suzlon,0
55,1982,Turbowinds,0
56,1982,Unison,0
57,1982,Vanguard,0
58,1982,Vensys,0
59,1982,Vergnet,0
60,1982,Vestas,1
61,1982,Wincon,0
62,1982,Wind Energy Solutions,0
63,1982,Wind World,0
64,1982,Windmatic,0
65,1982,Zond,0
66,1983,AAER,0
67,1983,AOC,0
68,1983,AWE,0
69,1983,Acciona,0
70,1983,Aeronautica,0
71,1983,Alstom,0
72,1983,Bergey Energy,0
73,1983,Bonus,0
74,1983,Bora,0
75,1983,Changzhou Railcar Propulsion Engineering Research and Development Center,0
76,1983,China Creative Wind Energy,0
77,1983,Clipper,0
78,1983,DWT,0
79,1983,Danwin,0
80,1983,DeWind,0
81,1983,EWT,0
82,1983,Elecon,0
83,1983,Endurance,0
84,1983,Enron,0
85,1983,Entegrity,0
86,1983,Fuhrlander,0
87,1983,GE Wind,0
88,1983,Gamesa,0
89,1983,Goldwind,0
90,1983,Guodian,0
91,1983,HZ Windpower,0
92,1983,Hyundai,0
93,1983,Kenersys,0
94,1983,Leitner Ag,0
95,1983,Leitner Poma,0
96,1983,Lolland,2
97,1983,Micon,1
98,1983,Mitsubishi,0
99,1983,NEG Micon,0
100,1983,NedWind,0
101,1983,Nordex,0
102,1983,Nordic,0
103,1983,Nordtank,0
104,1983,Northern Power Systems,0
105,1983,Norwin,0
106,1983,PowerWind,0
107,1983,REpower,0
108,1983,RRB,0
109,1983,Renewtech LLC,0
110,1983,SIVA Windturbine India Pvt Ltd,0
111,1983,Samsung,0
112,1983,Sany,0
113,1983,Seaforth,0
114,1983,Siemens,0
115,1983,Siemens Gamesa Renewable Energy,0
116,1983,Silver Eagle,0
117,1983,Sinovel,0
118,1983,Siva,0
119,1983,Skystream,0
120,1983,Suzlon,0
121,1983,Turbowinds,0
122,1983,Unison,0
123,1983,Vanguard,0
124,1983,Vensys,0
125,1983,Vergnet,0
126,1983,Vestas,433
127,1983,Wincon,0
128,1983,Wind Energy Solutions,0
129,1983,Wind World,0
130,1983,Windmatic,0
131,1983,Zond,0
132,1984,AAER,0
133,1984,AOC,0
134,1984,AWE,0
135,1984,Acciona,0
136,1984,Aeronautica,0
137,1984,Alstom,0
138,1984,Bergey Energy,0
139,1984,Bonus,20
140,1984,Bora,0
141,1984,Changzhou Railcar Propulsion Engineering Research and Development Center,0
142,1984,China Creative Wind Energy,0
143,1984,Clipper,0
144,1984,DWT,0
145,1984,Danwin,0
146,1984,DeWind,0
147,1984,EWT,0
148,1984,Elecon,0
149,1984,Endurance,0
150,1984,Enron,0
151,1984,Entegrity,0
152,1984,Fuhrlander,0
153,1984,GE Wind,0
154,1984,Gamesa,0
155,1984,Goldwind,0
156,1984,Guodian,0
157,1984,HZ Windpower,0
158,1984,Hyundai,0
159,1984,Kenersys,0
160,1984,Leitner Ag,0
161,1984,Leitner Poma,0
162,1984,Lolland,2
163,1984,Micon,2
164,1984,Mitsubishi,0
165,1984,NEG Micon,0
166,1984,NedWind,0
167,1984,Nordex,0
168,1984,Nordic,0
169,1984,Nordtank,134
170,1984,Northern Power Systems,0
171,1984,Norwin,0
172,1984,PowerWind,0
173,1984,REpower,0
174,1984,RRB,0
175,1984,Renewtech LLC,0
176,1984,SIVA Windturbine India Pvt Ltd,0
177,1984,Samsung,0
178,1984,Sany,0
179,1984,Seaforth,0
180,1984,Siemens,0
181,1984,Siemens Gamesa Renewable Energy,0
182,1984,Silver Eagle,0
183,1984,Sinovel,0
184,1984,Siva,0
185,1984,Skystream,0
186,1984,Suzlon,0
187,1984,Turbowinds,0
188,1984,Unison,0
189,1984,Vanguard,0
190,1984,Vensys,0
191,1984,Vergnet,0
192,1984,Vestas,433
193,1984,Wincon,0
194,1984,Wind Energy Solutions,0
195,1984,Wind World,0
196,1984,Windmatic,0
197,1984,Zond,0
198,1985,AAER,0
199,1985,AOC,0
200,1985,AWE,0
201,1985,Acciona,0
202,1985,Aeronautica,0
203,1985,Alstom,0
204,1985,Bergey Energy,0
205,1985,Bonus,152
206,1985,Bora,0
207,1985,Changzhou Railcar Propulsion Engineering Research and Development Center,0
208,1985,China Creative Wind Energy,0
209,1985,Clipper,0
210,1985,DWT,0
211,1985,Danwin,0
212,1985,DeWind,0
213,1985,EWT,0
214,1985,Elecon,0
215,1985,Endurance,0
216,1985,Enron,0
217,1985,Entegrity,0
218,1985,Fuhrlander,0
219,1985,GE Wind,0
220,1985,Gamesa,0
221,1985,Goldwind,0
222,1985,Guodian,0
223,1985,HZ Windpower,0
224,1985,Hyundai,0
225,1985,Kenersys,0
226,1985,Leitner Ag,0
227,1985,Leitner Poma,0
228,1985,Lolland,2
229,1985,Micon,110
230,1985,Mitsubishi,0
231,1985,NEG Micon,0
232,1985,NedWind,0
233,1985,Nordex,0
234,1985,Nordic,0
235,1985,Nordtank,207
236,1985,Northern Power Systems,0
237,1985,Norwin,0
238,1985,PowerWind,0
239,1985,REpower,0
240,1985,RRB,0
241,1985,Renewtech LLC,0
242,1985,SIVA Windturbine India Pvt Ltd,0
243,1985,Samsung,0
244,1985,Sany,0
245,1985,Seaforth,0
246,1985,Siemens,0
247,1985,Siemens Gamesa Renewable Energy,0
248,1985,Silver Eagle,0
249,1985,Sinovel,0
250,1985,Siva,0
251,1985,Skystream,0
252,1985,Suzlon,0
253,1985,Turbowinds,0
254,1985,Unison,0
255,1985,Vanguard,3
256,1985,Vensys,0
257,1985,Vergnet,0
258,1985,Vestas,516
259,1985,Wincon,0
260,1985,Wind Energy Solutions,0
261,1985,Wind World,0
262,1985,Windmatic,49
263,1985,Zond,0
264,1986,AAER,0
265,1986,AOC,0
266,1986,AWE,0
267,1986,Acciona,0
268,1986,Aeronautica,0
269,1986,Alstom,0
270,1986,Bergey Energy,0
271,1986,Bonus,207
272,1986,Bora,0
273,1986,Changzhou Railcar Propulsion Engineering Research and Development Center,0
274,1986,China Creative Wind Energy,0
275,1986,Clipper,0
276,1986,DWT,0
277,1986,Danwin,0
278,1986,DeWind,0
279,1986,EWT,0
280,1986,Elecon,0
281,1986,Endurance,0
282,1986,Enron,0
283,1986,Entegrity,0
284,1986,Fuhrlander,0
285,1986,GE Wind,0
286,1986,Gamesa,0
287,1986,Goldwind,0
288,1986,Guodian,0
289,1986,HZ Windpower,0
290,1986,Hyundai,0
291,1986,Kenersys,0
292,1986,Leitner Ag,0
293,1986,Leitner Poma,0
294,1986,Lolland,2
295,1986,Micon,204
296,1986,Mitsubishi,0
297,1986,NEG Micon,0
298,1986,NedWind,0
299,1986,Nordex,0
300,1986,Nordic,0
301,1986,Nordtank,207
302,1986,Northern Power Systems,0
303,1986,Norwin,0
304,1986,PowerWind,0
305,1986,REpower,0
306,1986,RRB,0
307,1986,Renewtech LLC,0
308,1986,SIVA Windturbine India Pvt Ltd,0
309,1986,Samsung,0
310,1986,Sany,0
311,1986,Seaforth,0
312,1986,Siemens,0
313,1986,Siemens Gamesa Renewable Energy,0
314,1986,Silver Eagle,0
315,1986,Sinovel,0
316,1986,Siva,0
317,1986,Skystream,0
318,1986,Suzlon,0
319,1986,Turbowinds,0
320,1986,Unison,0
321,1986,Vanguard,3
322,1986,Vensys,0
323,1986,Vergnet,0
324,1986,Vestas,518
325,1986,Wincon,0
326,1986,Wind Energy Solutions,0
327,1986,Wind World,0
328,1986,Windmatic,49
329,1986,Zond,0
330,1987,AAER,0
331,1987,AOC,0
332,1987,AWE,0
333,1987,Acciona,0
334,1987,Aeronautica,0
335,1987,Alstom,0
336,1987,Bergey Energy,0
337,1987,Bonus,207
338,1987,Bora,0
339,1987,Changzhou Railcar Propulsion Engineering Research and Development Center,0
340,1987,China Creative Wind Energy,0
341,1987,Clipper,0
342,1987,DWT,0
343,1987,Danwin,0
344,1987,DeWind,0
345,1987,EWT,0
346,1987,Elecon,0
347,1987,Endurance,0
348,1987,Enron,0
349,1987,Entegrity,0
350,1987,Fuhrlander,0
351,1987,GE Wind,0
352,1987,Gamesa,0
353,1987,Goldwind,0
354,1987,Guodian,0
355,1987,HZ Windpower,0
356,1987,Hyundai,0
357,1987,Kenersys,0
358,1987,Leitner Ag,0
359,1987,Leitner Poma,0
360,1987,Lolland,2
361,1987,Micon,389
362,1987,Mitsubishi,0
363,1987,NEG Micon,0
364,1987,NedWind,0
365,1987,Nordex,0
366,1987,Nordic,0
367,1987,Nordtank,207
368,1987,Northern Power Systems,0
369,1987,Norwin,0
370,1987,PowerWind,0
371,1987,REpower,0
372,1987,RRB,0
373,1987,Renewtech LLC,0
374,1987,SIVA Windturbine India Pvt Ltd,0
375,1987,Samsung,0
376,1987,Sany,0
377,1987,Seaforth,0
378,1987,Siemens,0
379,1987,Siemens Gamesa Renewable Energy,0
380,1987,Silver Eagle,0
381,1987,Sinovel,0
382,1987,Siva,0
383,1987,Skystream,0
384,1987,Suzlon,0
385,1987,Turbowinds,0
386,1987,Unison,0
387,1987,Vanguard,3
388,1987,Vensys,0
389,1987,Vergnet,0
390,1987,Vestas,532
391,1987,Wincon,0
392,1987,Wind Energy Solutions,0
393,1987,Wind World,0
394,1987,Windmatic,49
395,1987,Zond,0
396,1988,AAER,0
397,1988,AOC,0
398,1988,AWE,0
399,1988,Acciona,0
400,1988,Aeronautica,0
401,1988,Alstom,0
402,1988,Bergey Energy,0
403,1988,Bonus,207
404,1988,Bora,0
405,1988,Changzhou Railcar Propulsion Engineering Research and Development Center,0
406,1988,China Creative Wind Energy,0
407,1988,Clipper,0
408,1988,DWT,0
409,1988,Danwin,115
410,1988,DeWind,0
411,1988,EWT,0
412,1988,Elecon,0
413,1988,Endurance,0
414,1988,Enron,0
415,1988,Entegrity,0
416,1988,Fuhrlander,0
417,1988,GE Wind,0
418,1988,Gamesa,0
419,1988,Goldwind,0
420,1988,Guodian,0
421,1988,HZ Windpower,0
422,1988,Hyundai,0
423,1988,Kenersys,0
424,1988,Leitner Ag,0
425,1988,Leitner Poma,0
426,1988,Lolland,2
427,1988,Micon,389
428,1988,Mitsubishi,0
429,1988,NEG Micon,0
430,1988,NedWind,0
431,1988,Nordex,0
432,1988,Nordic,0
433,1988,Nordtank,207
434,1988,Northern Power Systems,0
435,1988,Norwin,0
436,1988,PowerWind,0
437,1988,REpower,0
438,1988,RRB,0
439,1988,Renewtech LLC,0
440,1988,SIVA Windturbine India Pvt Ltd,0
441,1988,Samsung,0
442,1988,Sany,0
443,1988,Seaforth,0
444,1988,Siemens,0
445,1988,Siemens Gamesa Renewable Energy,0
446,1988,Silver Eagle,0
447,1988,Sinovel,0
448,1988,Siva,0
449,1988,Skystream,0
450,1988,Suzlon,0
451,1988,Turbowinds,0
452,1988,Unison,0
453,1988,Vanguard,3
454,1988,Vensys,0
455,1988,Vergnet,0
456,1988,Vestas,532
457,1988,Wincon,1
458,1988,Wind Energy Solutions,0
459,1988,Wind World,0
460,1988,Windmatic,49
461,1988,Zond,0
462,1990,AAER,0
463,1990,AOC,0
464,1990,AWE,0
465,1990,Acciona,0
466,1990,Aeronautica,0
467,1990,Alstom,0
468,1990,Bergey Energy,0
469,1990,Bonus,207
470,1990,Bora,0
471,1990,Changzhou Railcar Propulsion Engineering Research and Development Center,0
472,1990,China Creative Wind Energy,0
473,1990,Clipper,0
474,1990,DWT,1
475,1990,Danwin,115
476,1990,DeWind,0
477,1990,EWT,0
478,1990,Elecon,0
479,1990,Endurance,0
480,1990,Enron,0
481,1990,Entegrity,0
482,1990,Fuhrlander,0
483,1990,GE Wind,0
484,1990,Gamesa,0
485,1990,Goldwind,0
486,1990,Guodian,0
487,1990,HZ Windpower,0
488,1990,Hyundai,0
489,1990,Kenersys,0
490,1990,Leitner Ag,0
491,1990,Leitner Poma,0
492,1990,Lolland,2
493,1990,Micon,389
494,1990,Mitsubishi,0
495,1990,NEG Micon,0
496,1990,NedWind,0
497,1990,Nordex,0
498,1990,Nordic,0
499,1990,Nordtank,207
500,1990,Northern Power Systems,0
501,1990,Norwin,0
502,1990,PowerWind,0
503,1990,REpower,0
504,1990,RRB,0
505,1990,Renewtech LLC,0
506,1990,SIVA Windturbine India Pvt Ltd,0
507,1990,Samsung,0
508,1990,Sany,0
509,1990,Seaforth,0
510,1990,Siemens,0
511,1990,Siemens Gamesa Renewable Energy,0
512,1990,Silver Eagle,0
513,1990,Sinovel,0
514,1990,Siva,0
515,1990,Skystream,0
516,1990,Suzlon,0
517,1990,Turbowinds,0
518,1990,Unison,0
519,1990,Vanguard,3
520,1990,Vensys,0
521,1990,Vergnet,0
522,1990,Vestas,858
523,1990,Wincon,1
524,1990,Wind Energy Solutions,0
525,1990,Wind World,0
526,1990,Windmatic,49
527,1990,Zond,0
528,1991,AAER,0
529,1991,AOC,0
530,1991,AWE,0
531,1991,Acciona,0
532,1991,Aeronautica,0
533,1991,Alstom,0
534,1991,Bergey Energy,0
535,1991,Bonus,207
536,1991,Bora,0
537,1991,Changzhou Railcar Propulsion Engineering Research and Development Center,0
538,1991,China Creative Wind Energy,0
539,1991,Clipper,0
540,1991,DWT,1
541,1991,Danwin,115
542,1991,DeWind,0
543,1991,EWT,0
544,1991,Elecon,0
545,1991,Endurance,0
546,1991,Enron,0
547,1991,Entegrity,0
548,1991,Fuhrlander,0
549,1991,GE Wind,0
550,1991,Gamesa,0
551,1991,Goldwind,0
552,1991,Guodian,0
553,1991,HZ Windpower,0
554,1991,Hyundai,0
555,1991,Kenersys,0
556,1991,Leitner Ag,0
557,1991,Leitner Poma,0
558,1991,Lolland,2
559,1991,Micon,389
560,1991,Mitsubishi,0
561,1991,NEG Micon,0
562,1991,NedWind,0
563,1991,Nordex,0
564,1991,Nordic,0
565,1991,Nordtank,207
566,1991,Northern Power Systems,0
567,1991,Norwin,0
568,1991,PowerWind,0
569,1991,REpower,0
570,1991,RRB,0
571,1991,Renewtech LLC,0
572,1991,SIVA Windturbine India Pvt Ltd,0
573,1991,Samsung,0
574,1991,Sany,0
575,1991,Seaforth,0
576,1991,Siemens,0
577,1991,Siemens Gamesa Renewable Energy,0
578,1991,Silver Eagle,0
579,1991,Sinovel,0
580,1991,Siva,0
581,1991,Skystream,0
582,1991,Suzlon,0
583,1991,Turbowinds,0
584,1991,Unison,0
585,1991,Vanguard,3
586,1991,Vensys,0
587,1991,Vergnet,0
588,1991,Vestas,859
589,1991,Wincon,1
590,1991,Wind Energy Solutions,0
591,1991,Wind World,0
592,1991,Windmatic,49
593,1991,Zond,0
594,1992,AAER,0
595,1992,AOC,0
596,1992,AWE,0
597,1992,Acciona,0
598,1992,Aeronautica,0
599,1992,Alstom,0
600,1992,Bergey Energy,0
601,1992,Bonus,207
602,1992,Bora,0
603,1992,Changzhou Railcar Propulsion Engineering Research and Development Center,0
604,1992,China Creative Wind Energy,0
605,1992,Clipper,0
606,1992,DWT,1
607,1992,Danwin,115
608,1992,DeWind,0
609,1992,EWT,0
610,1992,Elecon,0
611,1992,Endurance,0
612,1992,Enron,0
613,1992,Entegrity,0
614,1992,Fuhrlander,0
615,1992,GE Wind,0
616,1992,Gamesa,0
617,1992,Goldwind,0
618,1992,Guodian,0
619,1992,HZ Windpower,0
620,1992,Hyundai,0
621,1992,Kenersys,0
622,1992,Leitner Ag,0
623,1992,Leitner Poma,0
624,1992,Lolland,2
625,1992,Micon,389
626,1992,Mitsubishi,0
627,1992,NEG Micon,0
628,1992,NedWind,0
629,1992,Nordex,0
630,1992,Nordic,0
631,1992,Nordtank,207
632,1992,Northern Power Systems,0
633,1992,Norwin,0
634,1992,PowerWind,0
635,1992,REpower,0
636,1992,RRB,0
637,1992,Renewtech LLC,0
638,1992,SIVA Windturbine India Pvt Ltd,0
639,1992,Samsung,0
640,1992,Sany,0
641,1992,Seaforth,0
642,1992,Siemens,0
643,1992,Siemens Gamesa Renewable Energy,0
644,1992,Silver Eagle,0
645,1992,Sinovel,0
646,1992,Siva,0
647,1992,Skystream,0
648,1992,Suzlon,0
649,1992,Turbowinds,0
650,1992,Unison,0
651,1992,Vanguard,3
652,1992,Vensys,0
653,1992,Vergnet,0
654,1992,Vestas,860
655,1992,Wincon,1
656,1992,Wind Energy Solutions,0
657,1992,Wind World,1
658,1992,Windmatic,49
659,1992,Zond,0
660,1994,AAER,0
661,1994,AOC,0
662,1994,AWE,0
663,1994,Acciona,0
664,1994,Aeronautica,0
665,1994,Alstom,0
666,1994,Bergey Energy,0
667,1994,Bonus,207
668,1994,Bora,0
669,1994,Changzhou Railcar Propulsion Engineering Research and Development Center,0
670,1994,China Creative Wind Energy,0
671,1994,Clipper,0
672,1994,DWT,1
673,1994,Danwin,115
674,1994,DeWind,0
675,1994,EWT,0
676,1994,Elecon,0
677,1994,Endurance,0
678,1994,Enron,0
679,1994,Entegrity,0
680,1994,Fuhrlander,0
681,1994,GE Wind,0
682,1994,Gamesa,0
683,1994,Goldwind,0
684,1994,Guodian,0
685,1994,HZ Windpower,0
686,1994,Hyundai,0
687,1994,Kenersys,0
688,1994,Leitner Ag,0
689,1994,Leitner Poma,0
690,1994,Lolland,2
691,1994,Micon,389
692,1994,Mitsubishi,0
693,1994,NEG Micon,0
694,1994,NedWind,0
695,1994,Nordex,0
696,1994,Nordic,0
697,1994,Nordtank,207
698,1994,Northern Power Systems,0
699,1994,Norwin,0
700,1994,PowerWind,0
701,1994,REpower,0
702,1994,RRB,0
703,1994,Renewtech LLC,0
704,1994,SIVA Windturbine India Pvt Ltd,0
705,1994,Samsung,0
706,1994,Sany,0
707,1994,Seaforth,0
708,1994,Siemens,0
709,1994,Siemens Gamesa Renewable Energy,0
710,1994,Silver Eagle,0
711,1994,Sinovel,0
712,1994,Siva,0
713,1994,Skystream,0
714,1994,Suzlon,0
715,1994,Turbowinds,0
716,1994,Unison,0
717,1994,Vanguard,3
718,1994,Vensys,0
719,1994,Vergnet,0
720,1994,Vestas,890
721,1994,Wincon,1
722,1994,Wind Energy Solutions,0
723,1994,Wind World,1
724,1994,Windmatic,49
725,1994,Zond,0
726,1995,AAER,0
727,1995,AOC,0
728,1995,AWE,0
729,1995,Acciona,0
730,1995,Aeronautica,0
731,1995,Alstom,0
732,1995,Bergey Energy,0
733,1995,Bonus,207
734,1995,Bora,0
735,1995,Changzhou Railcar Propulsion Engineering Research and Development Center,0
736,1995,China Creative Wind Energy,0
737,1995,Clipper,0
738,1995,DWT,1
739,1995,Danwin,115
740,1995,DeWind,0
741,1995,EWT,0
742,1995,Elecon,0
743,1995,Endurance,0
744,1995,Enron,0
745,1995,Entegrity,0
746,1995,Fuhrlander,0
747,1995,GE Wind,0
748,1995,Gamesa,0
749,1995,Goldwind,0
750,1995,Guodian,0
751,1995,HZ Windpower,0
752,1995,Hyundai,0
753,1995,Kenersys,0
754,1995,Leitner Ag,0
755,1995,Leitner Poma,0
756,1995,Lolland,2
757,1995,Micon,389
758,1995,Mitsubishi,0
759,1995,NEG Micon,0
760,1995,NedWind,0
761,1995,Nordex,0
762,1995,Nordic,0
763,1995,Nordtank,207
764,1995,Northern Power Systems,0
765,1995,Norwin,0
766,1995,PowerWind,0
767,1995,REpower,0
768,1995,RRB,0
769,1995,Renewtech LLC,0
770,1995,SIVA Windturbine India Pvt Ltd,0
771,1995,Samsung,0
772,1995,Sany,0
773,1995,Seaforth,0
774,1995,Siemens,0
775,1995,Siemens Gamesa Renewable Energy,0
776,1995,Silver Eagle,0
777,1995,Sinovel,0
778,1995,Siva,0
779,1995,Skystream,0
780,1995,Suzlon,0
781,1995,Turbowinds,0
782,1995,Unison,0
783,1995,Vanguard,3
784,1995,Vensys,0
785,1995,Vergnet,0
786,1995,Vestas,932
787,1995,Wincon,1
788,1995,Wind Energy Solutions,0
789,1995,Wind World,1
790,1995,Windmatic,50
791,1995,Zond,0
792,1996,AAER,0
793,1996,AOC,0
794,1996,AWE,0
795,1996,Acciona,0
796,1996,Aeronautica,0
797,1996,Alstom,0
798,1996,Bergey Energy,0
799,1996,Bonus,207
800,1996,Bora,0
801,1996,Changzhou Railcar Propulsion Engineering Research and Development Center,0
802,1996,China Creative Wind Energy,0
803,1996,Clipper,0
804,1996,DWT,1
805,1996,Danwin,115
806,1996,DeWind,0
807,1996,EWT,0
808,1996,Elecon,0
809,1996,Endurance,0
810,1996,Enron,0
811,1996,Entegrity,0
812,1996,Fuhrlander,0
813,1996,GE Wind,0
814,1996,Gamesa,0
815,1996,Goldwind,0
816,1996,Guodian,0
817,1996,HZ Windpower,0
818,1996,Hyundai,0
819,1996,Kenersys,0
820,1996,Leitner Ag,0
821,1996,Leitner Poma,0
822,1996,Lolland,2
823,1996,Micon,389
824,1996,Mitsubishi,0
825,1996,NEG Micon,0
826,1996,NedWind,0
827,1996,Nordex,0
828,1996,Nordic,0
829,1996,Nordtank,207
830,1996,Northern Power Systems,0
831,1996,Norwin,0
832,1996,PowerWind,0
833,1996,REpower,0
834,1996,RRB,0
835,1996,Renewtech LLC,0
836,1996,SIVA Windturbine India Pvt Ltd,0
837,1996,Samsung,0
838,1996,Sany,0
839,1996,Seaforth,0
840,1996,Siemens,0
841,1996,Siemens Gamesa Renewable Energy,0
842,1996,Silver Eagle,0
843,1996,Sinovel,0
844,1996,Siva,0
845,1996,Skystream,0
846,1996,Suzlon,0
847,1996,Turbowinds,0
848,1996,Unison,0
849,1996,Vanguard,3
